wv,sp
6198.630000000003,2.639766608165355e-07
6198.6506764040805,8.913635126207495e-07
6198.671352877126,1.8991659327125131e-06
6198.692029419142,3.291923041832806e-06
6198.712706030127,5.069380845813977e-06
6198.733382710082,7.227542402034003e-06
6198.754059459006,9.758414520614493e-06
6198.774736276901,1.2650623232217818e-05
6198.795413163767,1.589000536227284e-05
6198.816090119603,1.9460073029370996e-05
6198.83676714441,2.3342636487243927e-05
6198.857444238189,2.7516224349310893e-05
6198.878121400938,3.1955261228497995e-05
6198.898798632659,3.662969128088416e-05
6198.919475933352,4.1505607235488424e-05
6198.940153303017,4.654932960098376e-05
6198.960830741655,5.17336950793807e-05
6198.981508249264,5.70427515126439e-05
6199.002185825847,6.24823498418712e-05
6199.022863471402,6.808983415527189e-05
6199.043541185931,7.393815188452633e-05
6199.064218969434,8.013051425943249e-05
6199.084896821909,8.678714460342771e-05
6199.105574743358,9.403798560875399e-05
6199.126252733782,0.00010199429779825706
6199.14693079318,0.00011071728842544801
6199.167608921553,0.00012018708569440567
6199.188287118901,0.000130294162738266
6199.208965385224,0.00014084458679001517
6199.229643720521,0.00015156025481237155
6199.250322124794,0.00016211971839776203
6199.271000598044,0.00017222044939504757
6199.291679140269,0.00018164564231299427
6199.31235775147,0.00019031554091744385
6199.333036431648,0.0001982997775866082
6199.353715180802,0.00020583767138391412
6199.374393998934,0.00021331459629187141
6199.395072886042,0.00022119588741455106
6199.415751842127,0.00022993919846525166
6199.436430867191,0.00023992887849866009
6199.457109961232,0.0002514683271794515
6199.477789124251,0.00026474198590729854
6199.498468356248,0.00027982771621965006
6199.5191476572245,0.00029673950657364747
6199.539827027179,0.00031546310791373295
6199.560506466112,0.0003359816127992177
6199.581185974025,0.0003582834798441886
6199.601865550917,0.00038235661469384523
6199.622545196788,0.00040816838121291696
6199.643224911641,0.0004356489290986713
6199.663904695472,0.000464682111076588
6199.684584548284,0.0004951085957381968
6199.705264470077,0.0005267191914689357
6199.72594446085,0.000559266759278686
6199.746624520604,0.0005924763972153482
6199.76730464934,0.0006260561281852676
6199.7879848470575,0.0006597143709054169
6199.808665113756,0.0006931563176404772
6199.829345449437,0.0007260828087141873
6199.8500258541,0.0007582007636372252
6199.870706327746,0.0007892221062260294
6199.891386870374,0.0008188539848810991
6199.912067481985,0.0008467962969063754
6199.932748162579,0.00087271334056459
6199.953428912156,0.0008962196423507435
6199.974109730717,0.0009168699828432411
6199.9947906182615,0.0009341525387058954
6200.01547157479,0.0009474856804347969
6200.0361526003035,0.0009562265123995788
6200.056833694801,0.000959611825520879
6200.0775148582825,0.0009567495764002992
6200.09819609075,0.000946620897068384
6200.118877392202,0.0009281368382768413
6200.139558762639,0.0009003572967578083
6200.160240202063,0.0008627317392500324
6200.180921710472,0.0008153880184201327
6200.201603287867,0.0007596445518619507
6200.222284934249,0.0006984396527434793
6200.242966649617,0.0006364159299906323
6200.263648433972,0.0005795120777628537
6200.284330287313,0.0005343466400029969
6200.305012209643,0.0005077503232032023
6200.325694200959,0.0005054466925523751
6200.346376261264,0.00053096945215747
6200.367058390556,0.0005848543616578922
6200.387740588836,0.0006648513164408583
6200.408422856105,0.0007663466670543317
6200.429105192362,0.0008826862462474384
6200.4497875976085,0.0010062214440659445
6200.470470071843,0.0011293905204565102
6200.491152615068,0.0012452489187299758
6200.511835227282,0.00134770511855588
6200.532517908486,0.0014307972178537588
6200.55320065868,0.0014880357583308618
6200.573883477864,0.0015112487248154145
6200.594566366039,0.0014891163766376663
6200.615249323204,0.0014059939017177715
6200.63593234936,0.0012421633100218202
6200.656615444507,0.0009724100214019072
6200.677298608646,0.0005669990099921992
6200.697981841776,-5.264722037798721e-06
6200.718665143899,-0.0007721164575250082
6200.739348515012,-0.001750232846800274
6200.760031955119,-0.002939795746454226
6200.780715464218,-0.004317798916101366
6200.80139904231,-0.005830812010893479
6200.822082689395,-0.007392805446510184
6200.8427664054725,-0.008892593273889785
6200.863450190544,-0.010209870658847243
6200.88413404461,-0.011228132421616476
6200.904817967668,-0.0118473767832322
6200.925501959721,-0.012007438141445514
6200.946186020769,-0.011699569725789706
6200.966870150812,-0.0109701842895356
6200.987554349848,-0.009906139086369899
6201.00823861788,-0.008623763837866926
6201.028922954908,-0.007255626196499828
6201.049607360931,-0.005927601036556257
6201.070291835949,-0.004738523831882737
6201.090976379964,-0.0037501364697919725
6201.111660992975,-0.002986120441127279
6201.132345674982,-0.002436845127944958
6201.153030425986,-0.0020627257640680923
6201.173715245986,-0.0018058137217769586
6201.194400134985,-0.0016031303015037776
6201.21508509298,-0.0013995364962559715
6201.235770119973,-0.0011549119719251972
6201.256455215964,-0.0008457851019623536
6201.277140380953,-0.0004701805407372403
6201.29782561494,-4.502654586897912e-05
6201.318510917925,0.00039972151827075657
